ID,NAME,ADDRESS,LATITUDE,LONGITUDE
MET1115,Manantial Neighbourhood Services,"Emmanuel Church of the Nazarene
1875 Sheppard Ave W, Lower Level
Toronto, ON     M3L 1Y6",43.74045,-79.503649
MET0573,Kababayan Multicultural Centre,"Entrance on Cowan Avenue
1313 Queen St W, Suite 133
Toronto, ON     M6K 1L8",43.641453,-79.432007
MET0942,Quaker Committee for Refugees,"Friends' Meeting House
60 Lowther Ave
Toronto, ON     M5R 1C7",43.670308,-79.398658
MET8803,Armenian Family Support Services,"Holy Trinity Armenian Church
920 Progress Ave
Toronto, ON     M1G 3T5",43.782454,-79.233362
MET0550,CAFCAN,"Jamaican Canadian Association
995 Arrow Rd
Toronto, ON     M9M 2Z5",43.749726,-79.53233
MET0335,Delta Family Resource Centre,"Kipling Heights Plaza
2291 Kipling Ave, Unit 123
Toronto, ON     M9W 4L6",43.729259,-79.573941
MET0772,"North York Community House, Central Program Office","Lawrence Square Mall
700 Lawrence Ave W, Suite 226
Toronto, ON     M6A 3B4",43.716657,-79.447258
MET0793,"Canadian Mental Health Association, Toronto Branch, Lawrence Square Mall, Support Services (West)","Lawrence Square Mall
700 Lawrence Ave W, Suite 480
Toronto, ON     M6A 3B4",43.716657,-79.447258
MET1829,"Humber College, North Campus, Advising Services for Newcomers to Canada","LRC, 1st Floor, Academic and Career Success Centre
205 Humber College Blvd
Toronto, ON     M9W 5L7",43.728646,-79.608272
MET1321,"Toronto District School Board, Malvern Site, Newcomer Services","Malvern Town Centre
31 Tapscott Rd, Unit T-81
Toronto, ON     M1B 4Y7",43.806722,-79.222107
MET2132,"Toronto District School Board, Malvern Site, Welcoming Communities for TDSB Newcomer Youth and Kids","Malvern Town Centre
31 Tapscott Rd, Unit T-81
Toronto, ON     M1B 4Y7",43.806722,-79.222107
MET1172,"Catholic Crosscultural Services, Settlement Integration Place","Markington Square Plaza
3227 Eglinton Ave E, Unit 135
Toronto, ON     M1J 3M5",43.743592,-79.214634
MET4137,Rainbow/Korean Information and Social Services,"Ossington Avenue Baptist Church
720 Ossington Ave
Toronto, ON     M6G 3T7",43.661866,-79.425746
MET0902,Parkdale Community Information Centre,"Parkdale Public Library
1303 Queen St W
Toronto, ON     M6K 1L6",43.641068,-79.432598
MET4587,"Rexdale Women's Centre, Rexdale Community Hub, Eating for Two Prenatal Nutrition Program","Rexdale Community Hub
21 Panorama Court
Toronto, ON     M9V 4E3",43.746332,-79.581313
MET4586,"Rexdale Women's Centre, Rexdale Community Hub, Newcomer/Immigrant Settlement and Orientation Services","Rexdale Community Hub
21 Panorama Court, Suite 23
Toronto, ON     M9V 4E3",43.746332,-79.581313
MET0970,"Riverdale Immigrant Women's Centre, Riverdale Hub","Riverdale Hub
1326 Gerrard St E
Toronto, ON     M4L 1Z1",43.671644,-79.325385
MET1490,"COSTI Immigrant Services, North York Centre, Family and Mental Health Services","Sheridan Mall
1700 Wilson Ave, Suite 105
Toronto, ON     M3L 1B2",43.721775,-79.511682
MET1487,"COSTI Immigrant Services, North York Centre, Language and Skills Training Services","Sheridan Mall
1700 Wilson Ave, Suite 114, Suite 206
Toronto, ON     M3L 1B2",43.721265,-79.512005
MET2817,Eritrean Canadian Community Centre of Toronto,"St Mathew's United Church
729 St Clair Ave W, Unit 19
Toronto, ON     M6C 1B2",43.681239,-79.427246
MET5422,"Rexdale Women's Centre, School Readiness Program","St Maurice Junior Catholic School
45 Kingsview Blvd
Toronto, ON     M9R 1T7",43.697948,-79.553934
MET0364,Centre for Community Learning & Development,"TD Centre of Learning
540 Dundas St E
Toronto, ON     M5A 2B3",43.660176,-79.36331
MET2154,CultureLink Settlement and Community Services,"The Crossways Mall
2340 Dundas St W, Suite 301
Toronto, ON     M6P 4A9",43.656936,-79.452276
MET0965,Rexdale Women's Centre,"Thistletown Multi Service Centre
925 Albion Rd, Rm 309
Toronto, ON     M9V 1A6",43.735362,-79.562368
MET1509,Somali Canadian Association of Etobicoke,"Thistletown Multi Service Centre
925 Albion Rd, Suite 202
Toronto, ON     M9V 1A6",43.735362,-79.562368
MET3417,"Salvation Army, Immigrant and Refugee Services, Main Office","Toronto Harbour Light Ministries
160 Jarvis St, Unit 132
Toronto, ON     M5B 2E1",43.654583,-79.373966
MET2035,"Canadian Centre for Victims of Torture, Victoria Park Hub","Victoria Park Hub
1527 Victoria Park Ave, 2nd Fl
Toronto, ON     M1L 2T3",43.726338,-79.302191
MET1438,"Salvation Army, Immigrant and Refugee Services, North York Satellite Office (Yonge Street)","Yorkminster Citadel
1 Lord Seaton Rd
Toronto, ON     M2P 2C1",43.752434,-79.407165
MET1434,"Salvation Army, Immigrant and Refugee Services, North York Satellite Office","Yorkwoods Community Church
20 Yorkwoods Gate
Toronto, ON     M3N 1J8",43.751501,-79.51414
